time,step-size,{Controller}.C.motor_tau,{Model}.M.theta
0.8500000000000005,0.01,0.0,-0.31566697148448825
0.8600000000000005,0.01,0.0,-0.3223399470132411
0.8700000000000006,0.01,0.0,-0.32890423514177836
0.8800000000000006,0.01,0.0,-0.335350495227025
0.8900000000000006,0.01,0.0,-0.34167648757278085
0.9000000000000006,0.01,0.0,-0.3478869492767571
0.9100000000000006,0.01,0.0,-0.35399324799567533
0.9200000000000006,0.01,0.0,-0.36001283224631386
0.9300000000000006,0.01,0.0,-0.36596850286256627
0.9400000000000006,0.01,0.0,-0.37188753523306334
0.9500000000000006,0.01,0.0,-0.3778006858191658
0.9600000000000006,0.01,0.0,-0.38374111910908826
0.9700000000000006,0.01,0.0,-0.3897432925537164
0.9800000000000006,0.01,0.0,-0.39584183714985843
0.9900000000000007,0.01,0.0,-0.4020704702257701
1.0000000000000007,0.01,0.0,-0.40846097471963083
1.0100000000000007,0.01,0.0,-0.4150422759372591
1.0200000000000007,0.01,0.0,-0.42183964257395895
1.0300000000000007,0.01,0.0,-0.42887403385446876
1.0400000000000007,0.01,0.0,-0.4361616091698581
1.0500000000000007,0.01,0.0,-0.4437134107672682
1.0600000000000007,0.01,0.0,-0.4515352240782481
1.0700000000000007,0.01,0.0,-0.45962761435231897
1.0800000000000007,0.01,0.0,-0.4679861325838605
1.0900000000000007,0.01,0.0,-0.4766016784575941
1.1000000000000008,0.01,0.0,-0.4854610033465919
1.1100000000000008,0.01,0.0,-0.49454733240897636
1.1200000000000008,0.01,0.0,-0.5038410816504828
1.1300000000000008,0.01,0.0,-0.5133206435257226
1.1400000000000008,0.01,0.0,-0.5229632132864878
1.1500000000000008,0.01,0.0,-0.5327456278648482
1.1600000000000008,0.01,0.0,-0.542645189585582
1.1700000000000008,0.01,0.0,-0.5526404483909694
1.1800000000000008,0.01,0.0,-0.5627119184586507
1.1900000000000008,0.01,0.0,-0.5728427080037664
1.2000000000000008,0.01,0.0,-0.5830190445635816
1.2100000000000009,0.01,0.0,-0.5932306820340686
1.2200000000000009,0.01,0.0,-0.6034711800201902
1.2300000000000009,0.01,0.0,-0.6137380505254234
1.2400000000000009,0.01,0.0,-0.6240327714907771
1.2500000000000009,0.01,0.0,-0.6343606710523657
1.260000000000001,0.01,0.0,-0.6447306904812035
1.270000000000001,0.01,0.0,-0.6551550374737883
1.280000000000001,0.01,0.0,-0.6656487446683678
1.290000000000001,0.01,0.0,-0.676229150880337
1.300000000000001,0.01,0.0,-0.6869153245139009
1.310000000000001,0.01,0.0,-0.6977274498724503
1.320000000000001,0.01,0.0,-0.7086861976378732
1.330000000000001,0.01,0.0,-0.7198121006242572
1.340000000000001,0.01,0.0,-0.7311249550623427
1.350000000000001,0.01,0.0,-0.7426432661874142
1.360000000000001,0.01,0.0,-0.7543837548539515
1.370000000000001,0.01,0.0,-0.76636093937046
1.380000000000001,0.01,0.0,-0.7785868038354944
1.390000000000001,0.01,0.0,-0.7910705610682953
1.400000000000001,0.01,0.0,-0.8038185148774176
1.410000000000001,0.01,0.0,-0.8168340230125996
1.420000000000001,0.01,0.0,-0.8301175588111096
1.430000000000001,0.01,0.0,-0.8436668663864133
1.440000000000001,0.01,0.0,-0.8574772013117945
1.450000000000001,0.01,0.0,-0.8715416462103345
1.460000000000001,0.01,0.0,-0.885851488547021
1.470000000000001,0.01,0.0,-0.9003966462843568
1.480000000000001,0.01,0.0,-0.9151661259479853
1.490000000000001,0.01,0.0,-0.9301484970738736
1.500000000000001,0.01,0.0,-0.9453323669756776
1.5100000000000011,0.01,0.0,-0.960706840264603
1.5200000000000011,0.01,0.0,-0.9762619485422247
1.5300000000000011,0.01,0.0,-0.991989037122058
1.5400000000000011,0.01,0.0,-1.007881097457707
1.5500000000000012,0.01,0.0,-1.0239330360928203
1.5600000000000012,0.01,0.0,-1.0401418733212797
1.5700000000000012,0.01,0.0,-1.0565068672700948
1.5800000000000012,0.01,0.0,-1.0730295617049246
1.5900000000000012,0.01,0.0,-1.0897137584220908
1.6000000000000012,0.01,0.0,-1.1065654175477615
1.6100000000000012,0.01,0.0,-1.1235924913370865
1.6200000000000012,0.01,0.0,-1.1408046990842582
1.6300000000000012,0.01,0.0,-1.1582132524599835
1.6400000000000012,0.01,0.0,-1.1758305419390112
1.6500000000000012,0.01,0.0,-1.1936697959337386
1.6600000000000013,0.01,0.0,-1.21174472479109
1.6700000000000013,0.01,0.0,-1.2300691619335415
1.6800000000000013,0.01,0.0,-1.2486567141400642
1.6900000000000013,0.01,0.0,-1.267520432290753
1.7000000000000013,0.01,0.0,-1.2866725128740062
1.7100000000000013,0.01,0.0,-1.3061240392218976
1.7200000000000013,0.01,0.0,-1.325884769851252
1.7300000000000013,0.01,0.0,-1.3459629795050643
1.7400000000000013,0.01,0.0,-1.3663653565760736
1.7500000000000013,0.01,0.0,-1.3870969586186266
1.7600000000000013,0.01,0.0,-1.4081612256836078
1.7700000000000014,0.01,0.0,-1.4295600493091971
1.7800000000000014,0.01,0.0,-1.4512938932283437
1.7900000000000014,0.01,0.0,-1.473361960266835
1.8000000000000014,0.01,0.0,-1.495762398550683
1.8100000000000014,0.01,0.0,-1.5184925390561999
1.8200000000000014,0.01,0.0,-1.5415491557485197
1.8300000000000014,0.01,0.0,-1.5649287390816564
1.8400000000000014,0.01,0.0,-1.5886277734817806
1.8500000000000014,0.01,0.0,-1.6126430096006514
1.8600000000000014,0.01,0.0,-1.6369717225930827
1.8700000000000014,0.01,0.0,-1.661611948416354
1.8800000000000014,0.01,0.0,-1.6865626911374567
1.8900000000000015,0.01,0.0,-1.7118240954256634
1.9000000000000015,0.01,0.0,-1.7373975797571914
1.9100000000000015,0.01,0.0,-1.7632859273157682
1.9200000000000015,0.01,0.0,-1.7894933330856972
1.9300000000000015,0.01,0.0,-1.8160254071501813
1.9400000000000015,0.01,0.0,-1.8428891356762689
1.9500000000000015,0.01,0.0,-1.8700928024410484
1.9600000000000015,0.01,0.0,-1.8976458749884684
1.9700000000000015,0.01,0.0,-1.9255588605652052
1.9800000000000015,0.01,0.0,-1.953843137837189
1.9900000000000015,0.01,0.0,-1.9825107710134184
2.0000000000000013,0.01,0.0,-2.0115743133866197
2.010000000000001,0.01,0.0,-2.0410466074357725
2.020000000000001,0.01,0.0,-2.0709405885266916
2.0300000000000007,0.01,0.0,-2.10126909890505
2.0400000000000005,0.01,0.0,-2.132044718120231
2.0500000000000003,0.01,0.0,-2.16327961527372
2.06,0.01,0.0,-2.1949854275834655
2.07,0.01,0.0,-2.227173168731156
2.0799999999999996,0.01,0.0,-2.2598531693512314
2.0899999999999994,0.01,0.0,-2.2930350508687423
2.099999999999999,0.01,0.0,-2.3267277327382843
2.109999999999999,0.01,0.0,-2.36093947201736
2.1199999999999988,0.01,0.0,-2.395677933161382
2.1299999999999986,0.01,0.0,-2.43095028498723
2.1399999999999983,0.01,0.0,-2.4667633209462076
2.149999999999998,0.01,0.0,-2.503123598198291
2.159999999999998,0.01,0.0,-2.5400375905044577
2.1699999999999977,0.01,0.0,-2.577511849662838
2.1799999999999975,0.01,0.0,-2.615553170110912
2.1899999999999973,0.01,0.0,-2.6541687513968846
2.199999999999997,0.01,0.0,-2.6933663534793184
2.209999999999997,0.01,0.0,-2.733154440229835
2.2199999999999966,0.01,0.0,-2.773542307069088
2.2299999999999964,0.01,0.0,-2.814540189336757
2.239999999999996,0.01,0.0,-2.8561593487544936
2.249999999999996,0.01,0.0,-2.8984121361568467
2.259999999999996,0.01,0.0,-2.941312029508557
2.2699999999999956,0.01,0.0,-2.984873647066685
2.2799999999999954,0.01,0.0,-3.029112736353496
2.289999999999995,0.01,0.0,-3.074046140353718
2.299999999999995,0.01,0.0,-3.1196917430136675
2.3099999999999947,0.01,0.0,-3.166068396679508
2.3199999999999945,0.01,0.0,-3.2131958345517466
2.3299999999999943,0.01,0.0,-3.261094571541837
2.339999999999994,0.01,0.0,-3.309785797088414
2.349999999999994,0.01,0.0,-3.3592912635241383
2.3599999999999937,0.01,0.0,-3.4096331734832104
2.3699999999999934,0.01,0.0,-3.4608340696127295
2.3799999999999932,0.01,0.0,-3.5129167295106813
2.389999999999993,0.01,0.0,-3.5659040683754935
2.399999999999993,0.01,0.0,-3.619819051335585
2.4099999999999926,0.01,0.0,-3.6746846168531206
2.4199999999999924,0.01,0.0,-3.7305236119863996
2.429999999999992,0.01,0.0,-3.787358739672663
2.439999999999992,0.01,0.0,-3.8452125175799505
2.4499999999999917,0.01,0.0,-3.9041072474942924
2.4599999999999915,0.01,0.0,-3.964064993676668
2.4699999999999913,0.01,0.0,-4.025107568160249
2.479999999999991,0.01,0.0,-4.087256520577239
2.489999999999991,0.01,0.0,-4.150533129817992
2.4999999999999907,0.01,0.0,-4.2149583946417515
2.5099999999999905,0.01,0.0,-4.280553020283887
2.5199999999999902,0.01,0.0,-4.347337398141405
2.52999999999999,0.01,0.0,-4.415331575766409
2.53999999999999,0.01,0.0,-4.484555214653108
2.5499999999999896,0.01,0.0,-4.555027533662725
2.5599999999999894,0.01,0.0,-4.626767236385088
2.569999999999989,0.01,0.0,-4.699792421277241
2.579999999999989,0.01,0.0,-4.774120474038248
2.5899999999999888,0.01,0.0,-4.849767942364874
2.5999999999999885,0.01,0.0,-4.926750393973614
2.6099999999999883,0.01,0.0,-5.0050822595585265
2.619999999999988,0.01,0.0,-5.084776663168922
2.629999999999988,0.01,0.0,-5.165845243322419
2.6399999999999877,0.01,0.0,-5.248297969002412
2.6499999999999875,0.01,0.0,-5.332142955508087
2.6599999999999873,0.01,0.0,-5.417386285911071
2.669999999999987,0.01,0.0,-5.5040318446041985
2.679999999999987,0.01,0.0,-5.592081170080272
2.6899999999999866,0.01,0.0,-5.681533334624059
2.6999999999999864,0.01,0.0,-5.772384859007693
2.709999999999986,0.01,0.0,-5.864629670513543
2.719999999999986,0.01,0.0,-5.95825911263254
2.7299999999999858,0.01,0.0,-6.053262014562003
2.7399999999999856,0.01,0.0,-6.149624828118326
2.7499999999999853,0.01,0.0,-6.247331838853193
2.759999999999985,0.01,0.0,-6.346365456991075
2.769999999999985,0.01,0.0,-6.446706592274609
2.7799999999999847,0.01,0.0,-6.548335114911803
2.7899999999999845,0.01,0.0,-6.651230402581343
2.7999999999999843,0.01,0.0,-6.755371970907627
2.809999999999984,0.01,0.0,-6.860740182026953
2.819999999999984,0.01,0.0,-6.967317022916253
2.8299999999999836,0.01,0.0,-7.075086942154827
2.8399999999999834,0.01,0.0,-7.184037730866356
2.849999999999983,0.01,0.0,-7.294161430885913
2.859999999999983,0.01,0.0,-7.405455250863681
2.869999999999983,0.01,0.0,-7.517922469198966
2.8799999999999826,0.01,0.0,-7.631573301524971
2.8899999999999824,0.01,0.0,-7.746425710040441
2.899999999999982,0.01,0.0,-7.862506132374344
2.909999999999982,0.01,0.0,-7.979850108892689
2.9199999999999817,0.01,0.0,-8.098502789376822
2.9299999999999815,0.01,0.0,-8.218519302726913
2.9399999999999813,0.01,0.0,-8.33996497662375
2.949999999999981,0.01,0.0,-8.462915397716195
2.959999999999981,0.01,0.0,-8.587456306650044
2.9699999999999807,0.01,0.0,-8.713683325849056
2.9799999999999804,0.01,0.0,-8.841701521123696
2.9899999999999802,0.01,0.0,-8.971624800651409
2.99999999999998,0.01,0.0,-9.10357515640947
3.00999999999998,0.01,0.0,-9.237681753567047
3.0199999999999796,0.01,0.0,-9.374079872552018
3.0299999999999794,0.01,0.0,-9.512909706491897
3.039999999999979,0.01,0.0,-9.65431501359488
3.049999999999979,0.01,0.0,-9.798441620028537
3.0599999999999787,0.01,0.0,-9.945435764362033
3.0699999999999785,0.01,0.0,-10.095442270217207
3.0799999999999783,0.01,0.0,-10.248602530147728
3.089999999999978,0.01,0.0,-10.405052281826963
3.099999999999978,0.01,0.0,-10.56491915842255
3.1099999999999777,0.01,0.0,-10.728319999741993
3.1199999999999775,0.01,0.0,-10.895357920585294
3.1299999999999772,0.01,0.0,-11.066119148938856
3.139999999999977,0.01,0.0,-11.240669670205136
3.149999999999977,0.01,0.0,-11.419051745203888
3.1599999999999766,0.01,0.0,-11.601280409152134
3.1699999999999764,0.01,0.0,-11.787340105181185
3.179999999999976,0.01,0.0,-11.977181656782372
3.189999999999976,0.01,0.0,-12.170719834832946
3.1999999999999758,0.01,0.0,-12.367831820651407
3.2099999999999755,0.01,0.0,-12.568356899232402
3.2199999999999753,0.01,0.0,-12.772097727515025
3.229999999999975,0.01,0.0,-12.978823502064612
3.239999999999975,0.01,0.0,-13.188275290949218
3.2499999999999747,0.01,0.0,-13.400173691069616
3.2599999999999745,0.01,0.0,-13.614228825118913
3.2699999999999743,0.01,0.0,-13.830152508841088
3.279999999999974,0.01,0.0,-14.047672213864757
3.289999999999974,0.01,0.0,-14.266546245180256
3.2999999999999736,0.01,0.0,-14.48657937033498
3.3099999999999734,0.01,0.0,-14.707638004608455
3.319999999999973,0.01,0.0,-14.929663993005569
3.329999999999973,0.01,0.0,-15.15268604711446
3.3399999999999728,0.01,0.0,-15.376827992411085
3.3499999999999726,0.01,0.0,-15.602313147453268
3.3599999999999723,0.01,0.0,-15.829464369277106
3.369999999999972,0.01,0.0,-16.058699532878055
3.379999999999972,0.01,0.0,-16.290522440801112
3.3899999999999717,0.01,0.0,-16.525509360493604
3.3999999999999715,0.01,0.0,-16.76429154978495
3.4099999999999713,0.01,0.0,-17.007534252912087
3.419999999999971,0.01,0.0,-17.255912740145487
3.429999999999971,0.01,0.0,-17.51008604230186
3.4399999999999706,0.01,0.0,-17.770669123387925
3.4499999999999704,0.01,0.0,-18.03820436920508
3.45999999999997,0.01,0.0,-18.313133472051607
3.46999999999997,0.01,0.0,-18.59577107368738
3.47999999999997,0.01,0.0,-18.886281877606766
3.4899999999999696,0.01,0.0,-19.184663307304376
3.4999999999999694,0.01,0.0,-19.49073607384721
3.509999999999969,0.01,0.0,-19.8041450848886
3.519999999999969,0.01,0.0,-20.124372818303865
3.5299999999999687,0.01,0.0,-20.450766461444903
3.5399999999999685,0.01,0.0,-20.782578734897346
3.5499999999999683,0.01,0.0,-21.11902048216448
3.559999999999968,0.01,0.0,-21.459321097798554
3.569999999999968,0.01,0.0,-21.802791111390857
3.5799999999999677,0.01,0.0,-22.148880198329223
3.5899999999999674,0.01,0.0,-22.497223881775614
3.5999999999999672,0.01,0.0,-22.84767330430265
3.609999999999967,0.01,0.0,-23.200304475081854
3.619999999999967,0.01,0.0,-23.555405923340434
3.6299999999999666,0.01,0.0,-23.913446240387376
3.6399999999999664,0.01,0.0,-24.275025199124368
3.649999999999966,0.01,0.0,-24.640813810790036
3.659999999999966,0.01,0.0,-25.011489788806287
3.6699999999999657,0.01,0.0,-25.38767549158223
3.6799999999999655,0.01,0.0,-25.76988553040899
3.6899999999999653,0.01,0.0,-26.15849076680634
3.699999999999965,0.01,0.0,-26.55370418552542
3.709999999999965,0.01,0.0,-26.95559189049306
3.7199999999999647,0.01,0.0,-27.364109147514025
3.7299999999999645,0.01,0.0,-27.779157229469494
3.7399999999999642,0.01,0.0,-28.200652473648905
3.749999999999964,0.01,0.0,-28.628595452463685
3.759999999999964,0.01,0.0,-29.063126565965618
3.7699999999999636,0.01,0.0,-29.50455543026402
3.7799999999999634,0.01,0.0,-29.95335526272041
3.789999999999963,0.01,0.0,-30.41011947707228
3.799999999999963,0.01,0.0,-30.875484881931783
3.8099999999999627,0.01,0.0,-31.35003308692296
3.8199999999999625,0.01,0.0,-31.834187864909186
3.8299999999999623,0.01,0.0,-32.32813014116765
3.839999999999962,0.01,0.0,-32.83175258510663
3.849999999999962,0.01,0.0,-33.34467094600433
3.8599999999999617,0.01,0.0,-33.8662983959388
3.8699999999999615,0.01,0.0,-34.39597318587782
3.8799999999999613,0.01,0.0,-34.9331126871217
3.889999999999961,0.01,0.0,-35.477354520997245
3.899999999999961,0.01,0.0,-36.02864398137693
3.9099999999999606,0.01,0.0,-36.58723889119686
3.9199999999999604,0.01,0.0,-37.15362571420271
3.92999999999996,0.01,0.0,-37.7283673430537
3.93999999999996,0.01,0.0,-38.31192557291805
3.9499999999999598,0.01,0.0,-38.90451326339214
3.9599999999999596,0.01,0.0,-39.50602807715748
3.9699999999999593,0.01,0.0,-40.116099323463615
3.979999999999959,0.01,0.0,-40.73424391052474
3.989999999999959,0.01,0.0,-41.36008585980931
3.9999999999999587,0.01,0.0,-41.99356240983903
4.009999999999959,0.01,0.0,-42.63503518765302
4.019999999999959,0.01,0.0,-43.28525419059961
4.0299999999999585,0.01,0.0,-43.94517645864169
4.039999999999958,0.01,0.0,-44.615699581493814
4.049999999999958,0.01,0.0,-45.29741019296684
4.059999999999958,0.01,0.0,-45.99045282486081
4.069999999999958,0.01,0.0,-46.694587060167464
4.079999999999957,0.01,0.0,-47.40942573645391
4.089999999999957,0.01,0.0,-48.1347587515559
4.099999999999957,0.01,0.0,-48.87080937576135
4.109999999999957,0.01,0.0,-49.61828391007631
4.119999999999957,0.01,0.0,-50.37816765365327
4.129999999999956,0.01,0.0,-51.15135024380379
4.139999999999956,0.01,0.0,-51.938265667759914
4.149999999999956,0.01,0.0,-52.738748958022356
4.159999999999956,0.01,0.0,-53.552217463380074
4.1699999999999555,0.01,0.0,-54.37810583836034
4.179999999999955,0.01,0.0,-55.21631112914308
4.189999999999955,0.01,0.0,-56.06736091972525
4.199999999999955,0.01,0.0,-56.93216664248996
4.209999999999955,0.01,0.0,-57.81149269169899
4.2199999999999545,0.01,0.0,-58.70548568302485
4.229999999999954,0.01,0.0,-59.61360950487693
4.239999999999954,0.01,0.0,-60.53508106380677
4.249999999999954,0.01,0.0,-61.469529471250084
4.259999999999954,0.01,0.0,-62.41738119596662
4.269999999999953,0.01,0.0,-63.37963382964637
4.279999999999953,0.01,0.0,-64.35715487279506
4.289999999999953,0.01,0.0,-65.35006129761642
4.299999999999953,0.01,0.0,-66.357729900504
4.3099999999999525,0.01,0.0,-67.37949308082185
4.319999999999952,0.01,0.0,-68.41544261408748
4.329999999999952,0.01,0.0,-69.46658236302295
4.339999999999952,0.01,0.0,-70.53412253683213
4.349999999999952,0.01,0.0,-71.61854758512888
4.3599999999999515,0.01,0.0,-72.71939037589155
4.369999999999951,0.01,0.0,-73.83601475851587
4.379999999999951,0.01,0.0,-74.96865035238658
4.389999999999951,0.01,0.0,-76.11854081661073
4.399999999999951,0.01,0.0,-77.28695389814516
4.40999999999995,0.01,0.0,-78.47411395837608
4.41999999999995,0.01,0.0,-79.67933015384139
4.42999999999995,0.01,0.0,-80.90227004136183
4.43999999999995,0.01,0.0,-82.143856696459
4.4499999999999496,0.01,0.0,-83.4055732063799
4.459999999999949,0.01,0.0,-84.68796872423427
4.469999999999949,0.01,0.0,-85.99035131477618
4.479999999999949,0.01,0.0,-87.31220799011523
4.489999999999949,0.01,0.0,-88.65443945108059
4.4999999999999485,0.01,0.0,-90.01854030805572
4.509999999999948,0.01,0.0,-91.40480873875117
4.519999999999948,0.01,0.0,-92.81232017298102
4.529999999999948,0.01,0.0,-94.2408626207907
4.539999999999948,0.01,0.0,-95.69179139262819
4.549999999999947,0.01,0.0,-97.16625684284159
4.559999999999947,0.01,0.0,-98.6636896057019
4.569999999999947,0.01,0.0,-100.1832753085502
4.579999999999947,0.01,0.0,-101.72596198839386
4.589999999999947,0.01,0.0,-103.29326685805725
4.599999999999946,0.01,0.0,-104.8849407423795
4.609999999999946,0.01,0.0,-106.50001169716562
4.619999999999946,0.01,0.0,-108.1393603610491
4.629999999999946,0.01,0.0,-109.80461480706097
4.6399999999999455,0.01,0.0,-111.49544404054016
4.649999999999945,0.01,0.0,-113.210996012527
4.659999999999945,0.01,0.0,-114.95258782152966
4.669999999999945,0.01,0.0,-116.72164066349555
4.679999999999945,0.01,0.0,-118.51732732131366
4.689999999999944,0.01,0.0,-120.3394743970165
4.699999999999944,0.01,0.0,-122.19003918430776
4.709999999999944,0.01,0.0,-124.06942478315018
4.719999999999944,0.01,0.0,-125.9766106118271
4.729999999999944,0.01,0.0,-127.91298036189687
4.739999999999943,0.01,0.0,-129.88000058197971
4.749999999999943,0.01,0.0,-131.8766316436166
4.759999999999943,0.01,0.0,-133.90352473309605
4.769999999999943,0.01,0.0,-135.96265195952233
4.7799999999999425,0.01,0.0,-138.05319640550684
4.789999999999942,0.01,0.0,-140.1754140369808
4.799999999999942,0.01,0.0,-142.33143301698624
4.809999999999942,0.01,0.0,-144.52046676398905
4.819999999999942,0.01,0.0,-146.74283251035962
4.8299999999999415,0.01,0.0,-149.00060937333592
4.839999999999941,0.01,0.0,-151.29275364311587
4.849999999999941,0.01,0.0,-153.6201698694637
4.859999999999941,0.01,0.0,-155.98447903787715
4.869999999999941,0.01,0.0,-158.3844235394711
4.87999999999994,0.01,0.0,-160.82191452517634
4.88999999999994,0.01,0.0,-163.29731017789828
4.89999999999994,0.01,0.0,-165.8100849629385
4.90999999999994,0.01,0.0,-168.3625774056413
4.9199999999999395,0.01,0.0,-170.95362006306507
4.929999999999939,0.01,0.0,-173.58480510092448
4.939999999999939,0.01,0.0,-176.25669364266142
4.949999999999939,0.01,0.0,-178.96893144573124
4.959999999999939,0.01,0.0,-181.72373308570985
4.9699999999999385,0.01,0.0,-184.5198129855819
4.979999999999938,0.01,0.0,-187.3596364088284
4.989999999999938,0.01,0.0,-190.24232886948224
4.999999999999938,0.01,0.0,-193.1696167532054
5.009999999999938,0.01,0.0,-196.1415952952176
5.019999999999937,0.01,0.0,-199.15908767993955
5.029999999999937,0.01,0.0,-202.22304336641977
5.039999999999937,0.01,0.0,-205.33366404192657
5.049999999999937,0.01,0.0,-208.49239870174782
5.0599999999999365,0.01,0.0,-211.69919478840262
5.069999999999936,0.01,0.0,-214.955640819633
5.079999999999936,0.01,0.0,-218.26177555425838
5.089999999999936,0.01,0.0,-221.6189733864774
5.099999999999936,0.01,0.0,-225.02773209661737
5.1099999999999355,0.01,0.0,-228.4888143944222
5.119999999999935,0.01,0.0,-232.00357281624764
5.129999999999935,0.01,0.0,-235.5718154798749
5.139999999999935,0.01,0.0,-239.19591571188195
5.149999999999935,0.01,0.0,-242.87488719850143
5.159999999999934,0.01,0.0,-246.6114661777725
5.169999999999934,0.01,0.0,-250.40509857659634
5.179999999999934,0.01,0.0,-254.25722440612756
5.189999999999934,0.01,0.0,-258.1693380772796
5.199999999999934,0.01,0.0,-262.1407969042479
5.209999999999933,0.01,0.0,-266.1743077568966
5.219999999999933,0.01,0.0,-270.26980021921
5.229999999999933,0.01,0.0,-274.4277467757082
5.239999999999933,0.01,0.0,-278.6507200977467
5.2499999999999325,0.01,0.0,-282.93827985992783
5.259999999999932,0.01,0.0,-287.29126333959596
5.269999999999932,0.01,0.0,-291.7122031269979
5.279999999999932,0.01,0.0,-296.2009944475468
5.289999999999932,0.01,0.0,-300.75793224552723
5.299999999999931,0.01,0.0,-305.3855589568944
5.309999999999931,0.01,0.0,-310.08499251227306
5.319999999999931,0.01,0.0,-314.85586823044173
5.329999999999931,0.01,0.0,-319.69946937783754
5.339999999999931,0.01,0.0,-324.6182633307183
5.34999999999993,0.01,0.0,-329.61337564076666
5.35999999999993,0.01,0.0,-334.6847342764516
5.36999999999993,0.01,0.0,-339.8330537453966
5.37999999999993,0.01,0.0,-345.0603857797415
5.3899999999999295,0.01,0.0,-350.3689222056377
